species	160	98	H1_4WK	H2_4WK	H3_4WK	H4_4WK	H5_4WK	H6_4WK	L1_4WK	L2_4WK	L3_4WK	L4_4WK	L5_4WK	L6_4WK
k__BacteriaPlamid;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus_faecalis	0	106	244	161	106	278	251	296	0	0	0	0	0	0
k__BacteriaPlamid;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus_faecium	0	0	36	25	4	40	21	20	1	3	11	2	2	0
k__BacteriaPlamid;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus_mundtii	0	1	2	0	1	2	2	4	0	0	0	0	0	0
k__BacteriaPlamid;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus_brevis	0	0	1	1	0	1	0	0	0	0	0	0	0	0
k__BacteriaPlamid;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus_crustorum	0	0	0	0	2	1	1	0	0	0	0	0	0	0
k__BacteriaPlamid;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus_hokkaidonensis	1	0	21	35	4	2	8	10	0	0	0	0	0	0
k__BacteriaPlamid;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus_kefiranofaciens	0	0	1	0	0	1	1	1	0	0	0	0	0	0
k__BacteriaPlamid;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus_lindneri	0	0	1	0	0	0	1	1	0	0	0	0	0	0
k__BacteriaPlamid;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus_parabuchneri	0	0	4	13	7	16	4	6	0	0	0	0	0	0
k__BacteriaPlamid;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus_paracollinoides	0	0	4	3	2	6	2	5	0	0	0	0	0	0
k__BacteriaPlamid;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus_sanfranciscensis	0	0	0	1	0	0	0	0	0	0	0	0	0	0
k__BacteriaPlamid;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Pediococcus;s__Pediococcus_claussenii	0	0	16	21	8	63	12	7	0	0	0	0	0	0
k__BacteriaPlamid;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Pediococcus;s__Pediococcus_damnosus	0	0	22	19	4	17	19	10	0	0	0	0	0	0
k__BacteriaPlamid;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Leuconostocaceae;g__Leuconostoc;s__Leuconostoc_carnosum	0	0	0	0	0	0	0	1	0	0	0	0	0	0
k__BacteriaPlamid;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Leuconostocaceae;g__Leuconostoc;s__Leuconostoc_citreum	0	0	0	3	1	0	2	0	0	0	0	0	0	0
k__BacteriaPlamid;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Leuconostocaceae;g__Leuconostoc;s__Leuconostoc_kimchii	0	0	6	2	2	0	5	1	0	0	0	0	0	0
k__BacteriaPlamid;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Eubacteriaceae;g__Eubacterium;s__[Eubacterium]_eligens	43	28	0	0	0	0	0	0	323	798	557	596	461	469
k__BacteriaPlamid;p__Proteobacteria;c__Gammaproteobacteria;o__Aeromonadales;f__Aeromonadaceae;g__Aeromonas;s__Aeromonas_salmonicida	1	0	0	0	0	0	0	0	1	2	3	0	2	0
k__BacteriaPlamid;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia_coli	123	0	0	0	0	0	0	0	33	36	370	295	127	77
k__BacteriaPlamid;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Klebsiella;s__Klebsiella_oxytoca	3	0	0	0	0	0	0	0	7	3	25	2	3	2
k__BacteriaPlamid;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Klebsiella;s__Klebsiella_pneumoniae	1	0	0	0	0	0	0	0	3	3	7	2	1	0
k__BacteriaPlamid;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Kluyvera;s__Kluyvera_intermedia	0	0	0	0	0	0	0	0	0	1	0	0	0	0
k__BacteriaPlamid;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella_enterica	0	0	0	0	0	0	0	0	1	2	17	11	2	4
k__BacteriaPlamid;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Shigella;s__Shigella_dysenteriae	1	0	0	0	0	0	0	0	0	3	12	21	9	5
k__BacteriaPlamid;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Shigella;s__Shigella_flexneri	10	0	0	0	0	0	0	0	1	4	27	32	3	3
k__BacteriaPlamid;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Erwiniaceae;g__Pantoea;s__Pantoea_sp._PSNIH2	0	0	0	0	0	0	0	0	0	1	0	0	0	0
k__BacteriaPlamid;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter_johnsonii	0	0	0	2	0	0	0	0	0	0	0	0	0	0
k__Virues;p__Retro-transcribing_viruses;c__Retroviridae;o__;f__;g__Gammaretrovirus;s__Murine_leukemia_virus	0	0	0	0	0	0	1	0	0	0	0	0	0	0
k__Virues;p__Retro-transcribing_viruses;c__Retroviridae;o__;f__;g__Gammaretrovirus;s__Mus_musculus_mobilized_endogenous_polytropic_provirus	0	0	0	1	0	0	2	2	0	0	0	2	0	0
"k__Virues;p__dsDNA_viruses,_no_RNA_stage;c__Adenoviridae;o__;f__;g__Mastadenovirus;s__Human_mastadenovirus_A"	0	205472	0	0	0	0	0	0	1	0	0	0	0	0
"k__Virues;p__dsDNA_viruses,_no_RNA_stage;c__Caudovirales;o__;f__Myoviridae;g__;s__Enterobacteria_phage_SfI"	1	0	0	0	0	0	0	0	0	0	8	4	1	2
"k__Virues;p__dsDNA_viruses,_no_RNA_stage;c__Caudovirales;o__;f__Myoviridae;g__;s__Enterobacteria_phage_phiP27"	8	0	0	0	0	0	0	0	6	3	25	31	18	8
"k__Virues;p__dsDNA_viruses,_no_RNA_stage;c__Caudovirales;o__;f__Myoviridae;g__P2virus;s__Enterobacteria_phage_fiAA91-ss"	3	0	0	0	0	0	0	0	1	2	12	12	3	1
"k__Virues;p__dsDNA_viruses,_no_RNA_stage;c__Caudovirales;o__;f__Podoviridae;g__;s__Enterobacteria_phage_IME10"	1	0	0	0	0	0	0	0	3	0	2	9	0	1
"k__Virues;p__dsDNA_viruses,_no_RNA_stage;c__Caudovirales;o__;f__Podoviridae;g__;s__Enterobacteria_phage_Sf101"	0	0	0	0	0	0	0	0	0	0	0	1	0	0
"k__Virues;p__dsDNA_viruses,_no_RNA_stage;c__Caudovirales;o__;f__Podoviridae;g__;s__Salmonella_phage_SEN22"	0	0	0	0	0	0	0	0	0	0	1	1	0	0
"k__Virues;p__dsDNA_viruses,_no_RNA_stage;c__Caudovirales;o__;f__Podoviridae;g__;s__Salmonella_phage_SPN9CC"	0	0	0	0	0	0	0	0	0	0	0	0	1	0
"k__Virues;p__dsDNA_viruses,_no_RNA_stage;c__Caudovirales;o__;f__Podoviridae;g__;s__Stx2-converting_phage_86"	5	0	0	0	0	0	0	0	0	5	13	12	2	7
"k__Virues;p__dsDNA_viruses,_no_RNA_stage;c__Caudovirales;o__;f__Podoviridae;g__P22virus;s__Salmonella_phage_HK620"	0	0	0	0	0	0	0	0	1	1	0	1	0	0
"k__Virues;p__dsDNA_viruses,_no_RNA_stage;c__Caudovirales;o__;f__Podoviridae;g__P22virus;s__Salmonella_phage_ST64T"	0	0	0	0	0	0	0	0	0	0	0	3	1	0
"k__Virues;p__dsDNA_viruses,_no_RNA_stage;c__Caudovirales;o__;f__Podoviridae;g__P22virus;s__Salmonella_phage_vB_SemP_Emek"	0	0	0	0	0	0	0	0	1	1	2	3	1	1
"k__Virues;p__dsDNA_viruses,_no_RNA_stage;c__Caudovirales;o__;f__Podoviridae;g__P22virus;s__Shigella_phage_Sf6"	4	0	0	0	0	0	0	0	0	0	3	11	1	0
"k__Virues;p__dsDNA_viruses,_no_RNA_stage;c__Caudovirales;o__;f__Podoviridae;g__Pocjvirus;s__Shigella_virus_7502Stx"	0	0	0	0	0	0	0	0	0	0	1	1	0	0
"k__Virues;p__dsDNA_viruses,_no_RNA_stage;c__Caudovirales;o__;f__Siphoviridae;g__;s__Bacteroides_phage_B124-14"	0	0	0	0	0	0	0	0	13	10	2	2	2	9
"k__Virues;p__dsDNA_viruses,_no_RNA_stage;c__Caudovirales;o__;f__Siphoviridae;g__;s__Enterobacteria_phage_HK106"	0	0	0	0	0	0	0	0	5	0	9	16	0	1
"k__Virues;p__dsDNA_viruses,_no_RNA_stage;c__Caudovirales;o__;f__Siphoviridae;g__;s__Enterobacteria_phage_HK542"	2	0	0	0	0	0	0	0	0	0	3	2	0	1
"k__Virues;p__dsDNA_viruses,_no_RNA_stage;c__Caudovirales;o__;f__Siphoviridae;g__;s__Enterobacteria_phage_HK544"	0	0	0	0	0	0	0	0	0	0	2	0	0	0
"k__Virues;p__dsDNA_viruses,_no_RNA_stage;c__Caudovirales;o__;f__Siphoviridae;g__;s__Enterococcus_phage_phiEf11"	0	0	0	0	0	3	0	6	0	0	0	0	0	0
"k__Virues;p__dsDNA_viruses,_no_RNA_stage;c__Caudovirales;o__;f__Siphoviridae;g__;s__Enterococcus_phage_vB_EfaS_IME197"	0	0	0	0	0	2	3	1	0	0	0	0	0	0
"k__Virues;p__dsDNA_viruses,_no_RNA_stage;c__Caudovirales;o__;f__Siphoviridae;g__;s__Lactobacillus_phage_A2"	0	0	1	0	0	0	0	0	0	0	0	0	0	0
"k__Virues;p__dsDNA_viruses,_no_RNA_stage;c__Caudovirales;o__;f__Siphoviridae;g__;s__Lactobacillus_phage_J-1"	0	0	0	0	0	2	0	0	0	0	0	0	0	0
"k__Virues;p__dsDNA_viruses,_no_RNA_stage;c__Caudovirales;o__;f__Siphoviridae;g__;s__Lactobacillus_phage_Lc-Nu"	0	1	0	1	0	0	0	1	0	0	0	0	0	0
"k__Virues;p__dsDNA_viruses,_no_RNA_stage;c__Caudovirales;o__;f__Siphoviridae;g__;s__Lactobacillus_phage_Lrm1"	0	7	3	6	0	0	2	3	0	0	0	0	0	0
"k__Virues;p__dsDNA_viruses,_no_RNA_stage;c__Caudovirales;o__;f__Siphoviridae;g__;s__Lactobacillus_phage_PL-1"	0	0	0	0	0	1	0	0	0	0	0	0	0	0
"k__Virues;p__dsDNA_viruses,_no_RNA_stage;c__Caudovirales;o__;f__Siphoviridae;g__;s__Lactobacillus_phage_Sha1"	0	0	7	3	5	14	4	7	0	0	0	0	0	0
"k__Virues;p__dsDNA_viruses,_no_RNA_stage;c__Caudovirales;o__;f__Siphoviridae;g__;s__Lactobacillus_phage_iLp84"	0	0	0	1	0	0	1	1	0	0	0	0	0	0
"k__Virues;p__dsDNA_viruses,_no_RNA_stage;c__Caudovirales;o__;f__Siphoviridae;g__;s__Lactococcus_phage_P335_sensu_lato"	1	0	0	0	0	0	0	0	0	0	0	0	0	0
"k__Virues;p__dsDNA_viruses,_no_RNA_stage;c__Caudovirales;o__;f__Siphoviridae;g__;s__Salmonella_phage_vB_SosS_Oslo"	1	0	0	0	0	0	0	0	0	1	1	3	0	1
"k__Virues;p__dsDNA_viruses,_no_RNA_stage;c__Caudovirales;o__;f__Siphoviridae;g__;s__Staphylococcus_phage_PVL"	0	0	0	0	0	0	0	0	0	0	0	2	0	0
"k__Virues;p__dsDNA_viruses,_no_RNA_stage;c__Caudovirales;o__;f__Siphoviridae;g__;s__Staphylococcus_phage_StauST398-5"	0	0	0	0	0	0	0	0	0	0	0	1	0	0
"k__Virues;p__dsDNA_viruses,_no_RNA_stage;c__Caudovirales;o__;f__Siphoviridae;g__;s__Staphylococcus_phage_phiBU01"	0	0	0	0	0	0	0	0	0	0	2	0	0	0
"k__Virues;p__dsDNA_viruses,_no_RNA_stage;c__Caudovirales;o__;f__Siphoviridae;g__Biseptimavirus;s__Staphylococcus_phage_Pvl108"	0	0	0	0	0	0	0	0	0	0	1	0	0	0
"k__Virues;p__dsDNA_viruses,_no_RNA_stage;c__Caudovirales;o__;f__Siphoviridae;g__Lambdavirus;s__Enterobacteria_phage_BP-4795"	1	0	0	0	0	0	0	0	0	0	0	1	0	0
"k__Virues;p__dsDNA_viruses,_no_RNA_stage;c__Caudovirales;o__;f__Siphoviridae;g__Lambdavirus;s__Enterobacteria_phage_HK140"	5	0	0	0	0	0	0	0	1	2	5	8	7	3
"k__Virues;p__dsDNA_viruses,_no_RNA_stage;c__Caudovirales;o__;f__Siphoviridae;g__Lambdavirus;s__Enterobacteria_phage_HK446"	0	0	0	0	0	0	0	0	4	2	1	9	2	3
"k__Virues;p__dsDNA_viruses,_no_RNA_stage;c__Caudovirales;o__;f__Siphoviridae;g__Lambdavirus;s__Enterobacteria_phage_HK629"	13	0	0	0	0	0	0	0	0	0	19	13	3	3
"k__Virues;p__dsDNA_viruses,_no_RNA_stage;c__Caudovirales;o__;f__Siphoviridae;g__Lambdavirus;s__Enterobacteria_phage_HK630"	1	0	0	0	0	0	0	0	0	0	2	0	0	0
"k__Virues;p__dsDNA_viruses,_no_RNA_stage;c__Caudovirales;o__;f__Siphoviridae;g__Lambdavirus;s__Enterobacteria_phage_HK633"	2	0	0	0	0	0	0	0	0	0	3	5	0	0
"k__Virues;p__dsDNA_viruses,_no_RNA_stage;c__Caudovirales;o__;f__Siphoviridae;g__Lambdavirus;s__Enterobacteria_phage_cdtI"	3	0	0	0	0	0	0	0	0	0	6	5	1	0
"k__Virues;p__dsDNA_viruses,_no_RNA_stage;c__Caudovirales;o__;f__Siphoviridae;g__Lambdavirus;s__Enterobacteria_phage_mEp043_c-1"	1	0	0	0	0	0	0	0	0	0	3	7	1	0
"k__Virues;p__dsDNA_viruses,_no_RNA_stage;c__Caudovirales;o__;f__Siphoviridae;g__Lambdavirus;s__Enterobacteria_phage_mEp460"	1	0	0	0	0	0	0	0	0	0	1	1	0	0
"k__Virues;p__dsDNA_viruses,_no_RNA_stage;c__Caudovirales;o__;f__Siphoviridae;g__Lambdavirus;s__Enterobacteria_phage_mEpX1"	3	0	0	0	0	0	0	0	1	0	14	8	1	0
"k__Virues;p__dsDNA_viruses,_no_RNA_stage;c__Caudovirales;o__;f__Siphoviridae;g__Lambdavirus;s__Enterobacteria_phage_mEpX2"	1	0	0	0	0	0	0	0	0	1	8	0	0	1
"k__Virues;p__dsDNA_viruses,_no_RNA_stage;c__Caudovirales;o__;f__Siphoviridae;g__Lambdavirus;s__Enterobacterial_phage_mEp234"	2	0	0	0	0	0	0	0	1	0	2	2	2	0
"k__Virues;p__dsDNA_viruses,_no_RNA_stage;c__Caudovirales;o__;f__Siphoviridae;g__Lambdavirus;s__Escherichia_phage_HK75"	0	0	0	0	0	0	0	0	0	0	4	2	0	2
"k__Virues;p__dsDNA_viruses,_no_RNA_stage;c__Caudovirales;o__;f__Siphoviridae;g__Lambdavirus;s__Escherichia_virus_HK022"	1	0	0	0	0	0	0	0	0	1	5	1	1	1
"k__Virues;p__dsDNA_viruses,_no_RNA_stage;c__Caudovirales;o__;f__Siphoviridae;g__Lambdavirus;s__Escherichia_virus_HK97"	0	0	0	0	0	0	0	0	1	1	0	4	0	1
"k__Virues;p__dsDNA_viruses,_no_RNA_stage;c__Caudovirales;o__;f__Siphoviridae;g__Lambdavirus;s__Escherichia_virus_Lambda"	5	0	0	0	0	0	0	0	0	4	4	10	9	0
"k__Virues;p__dsDNA_viruses,_no_RNA_stage;c__Caudovirales;o__;f__Siphoviridae;g__Lambdavirus;s__Stx2-converting_phage_1717"	2	0	0	0	0	0	0	0	0	0	1	0	0	0
"k__Virues;p__dsDNA_viruses,_no_RNA_stage;c__Caudovirales;o__;f__Siphoviridae;g__Phietavirus;s__Staphylococcus_phage_53"	0	0	0	0	0	0	0	0	0	0	1	0	0	0
"k__Virues;p__dsDNA_viruses,_no_RNA_stage;c__Caudovirales;o__;f__Siphoviridae;g__Phietavirus;s__Staphylococcus_phage_96"	0	0	0	0	0	0	0	0	0	0	0	0	2	0
"k__Virues;p__dsDNA_viruses,_no_RNA_stage;c__Caudovirales;o__;f__Siphoviridae;g__Phietavirus;s__Staphylococcus_phage_B166"	0	0	0	0	0	0	0	0	0	2	0	0	0	4
"k__Virues;p__dsDNA_viruses,_no_RNA_stage;c__Caudovirales;o__;f__Siphoviridae;g__Phifelvirus;s__Enterococcus_virus_FL1"	0	0	0	0	0	0	1	1	0	0	0	0	0	0
"k__Virues;p__dsDNA_viruses,_no_RNA_stage;c__Caudovirales;o__;f__Siphoviridae;g__Phifelvirus;s__Enterococcus_virus_FL3"	0	0	3	5	1	8	6	5	0	0	0	0	0	0
"k__Virues;p__dsDNA_viruses,_no_RNA_stage;c__unclassified_dsDNA_phages;o__;f__;g__;s__Staphylococcus_phage_PT1028"	0	0	0	0	0	0	0	0	0	0	0	2	0	0
k__Virues;p__ssDNA_viruses;c__Microviridae;o__;f__;g__;s__Parabacteroides_phage_YZ-2015b	0	0	0	0	0	0	0	0	10	8	7	11	12	14
k__Virues;p__unclassified_bacterial_viruses;c__Enterobacteria_phage_YYZ-2008;o__;f__;g__;s__	0	0	0	0	0	0	0	0	0	0	1	1	0	1
