species	160	98	H1_4WK	H2_4WK	H3_4WK	H4_4WK	H5_4WK	H6_4WK	L1_4WK	L2_4WK	L3_4WK	L4_4WK	L5_4WK	L6_4WK
k__Bacteria;p__Firmicute;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus_durans	0	40	45	27	12	56	51	34	3	7	21	33	13	1
k__Bacteria;p__Firmicute;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus_faecalis	4	2670	11039	7642	4657	13790	17858	19274	77	89	268	204	151	69
k__Bacteria;p__Firmicute;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus_faecium	0	2	6	4	3	1	2	4	382	693	2106	1733	1259	532
k__Bacteria;p__Firmicute;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus_gilvus	3	0	0	0	0	0	0	0	2	0	2	2	2	0
k__Bacteria;p__Firmicute;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus_haemoperoxidus	0	0	0	0	0	0	0	1	0	0	0	0	0	0
k__Bacteria;p__Firmicute;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus_italicus	0	2	1	0	1	2	0	1	5	6	14	16	6	2
k__Bacteria;p__Firmicute;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus_massiliensis	0	14	7	3	4	10	5	13	3	0	1	0	1	0
k__Bacteria;p__Firmicute;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus_mundtii	0	0	1	0	0	0	1	0	0	0	1	1	0	0
k__Bacteria;p__Firmicute;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus_phoeniculicola	0	0	0	0	0	0	0	0	0	2	2	0	0	0
k__Bacteria;p__Firmicute;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Tetragenococcus;s__Tetragenococcus_halophilus	0	0	0	1	1	1	4	5	1	0	1	0	0	0
k__Bacteria;p__Firmicute;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus_acetotolerans	0	0	5	13	4	6	1	11	0	0	0	0	0	0
k__Bacteria;p__Firmicute;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus_acidifarinae	0	0	0	0	0	1	1	0	0	0	0	0	0	0
k__Bacteria;p__Firmicute;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus_acidipiscis	0	0	32	29	7	6	11	9	0	0	0	0	0	0
k__Bacteria;p__Firmicute;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus_algidus	0	0	1	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicute;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus_alimentarius	1	0	2	4	2	0	2	2	0	0	2	0	0	0
k__Bacteria;p__Firmicute;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus_amylotrophicus	0	0	0	0	0	0	0	1	0	0	0	0	0	0
k__Bacteria;p__Firmicute;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus_antri	0	0	1	1	1	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicute;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus_bifermentans	0	0	1	1	1	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicute;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus_brevis	1	0	0	2	0	2	1	0	0	0	0	0	0	0
k__Bacteria;p__Firmicute;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus_camelliae	1	0	0	1	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicute;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus_concavus	0	0	0	1	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicute;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus_coryniformis	0	0	1	0	0	1	1	1	0	0	0	0	0	0
k__Bacteria;p__Firmicute;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus_crustorum	0	0	2	6	6	0	4	0	0	0	0	0	0	0
k__Bacteria;p__Firmicute;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus_delbrueckii	0	2	0	0	0	2	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicute;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus_diolivorans	0	0	8	5	3	3	1	4	0	0	0	0	0	0
k__Bacteria;p__Firmicute;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus_fabifermentans	0	0	13	11	10	8	10	7	0	0	0	0	0	0
k__Bacteria;p__Firmicute;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus_fermentum	135	1	5	13	4	5	4	3	0	0	0	0	0	0
k__Bacteria;p__Firmicute;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus_gasseri	20	0	0	0	0	0	0	0	0	0	2	0	0	0
k__Bacteria;p__Firmicute;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus_gastricus	0	0	0	1	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicute;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus_ghanensis	0	0	1	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicute;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus_ginsenosidimutans	0	0	1	1	0	2	0	1	0	0	0	0	0	0
k__Bacteria;p__Firmicute;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus_harbinensis	0	0	0	2	0	1	2	0	0	0	0	0	0	0
k__Bacteria;p__Firmicute;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus_helveticus	0	0	28	23	5	8	8	4	0	0	0	0	0	0
k__Bacteria;p__Firmicute;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus_herbarum	0	0	42	62	17	28	22	6	0	0	0	0	0	0
k__Bacteria;p__Firmicute;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus_hilgardii	0	0	4	1	5	1	1	0	0	0	0	0	0	0
k__Bacteria;p__Firmicute;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus_hordei	0	0	4	0	2	5	4	0	0	0	0	0	0	0
k__Bacteria;p__Firmicute;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus_iners	0	0	0	0	0	0	0	0	2	6	0	0	2	0
k__Bacteria;p__Firmicute;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus_kimchiensis	2	0	1	0	0	0	3	1	0	0	0	0	0	0
k__Bacteria;p__Firmicute;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus_lindneri	1	0	43	31	11	42	8	15	0	0	0	0	0	0
k__Bacteria;p__Firmicute;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus_malefermentans	0	0	0	0	1	2	8	2	0	0	0	0	0	0
k__Bacteria;p__Firmicute;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus_manihotivorans	0	1	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicute;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus_mindensis	0	0	25	14	24	4	30	23	0	0	0	0	0	0
k__Bacteria;p__Firmicute;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus_mucosae	2	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicute;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus_nagelii	0	0	0	3	0	2	1	0	0	0	0	0	0	0
k__Bacteria;p__Firmicute;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus_oeni	0	0	0	0	0	1	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicute;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus_oligofermentans	0	0	9	3	4	4	4	8	0	0	0	0	0	0
k__Bacteria;p__Firmicute;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus_oryzae	0	0	10	12	5	11	1	0	0	0	0	0	0	0
k__Bacteria;p__Firmicute;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus_pantheris	0	0	9	18	13	12	14	7	0	0	0	0	0	0
k__Bacteria;p__Firmicute;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus_parabrevis	0	0	6	8	3	1	3	0	0	0	0	0	0	0
k__Bacteria;p__Firmicute;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus_paracasei	4	14	27	48	22	11	39	15	17	12	38	9	15	6
k__Bacteria;p__Firmicute;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus_paracollinoides	2	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicute;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus_parafarraginis	0	0	12	13	6	11	13	2	0	0	0	0	0	0
k__Bacteria;p__Firmicute;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus_paucivorans	0	0	2	6	0	5	2	5	0	0	0	0	0	0
k__Bacteria;p__Firmicute;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus_perolens	3	0	4	3	2	0	2	0	0	0	0	0	0	0
k__Bacteria;p__Firmicute;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus_plantarum	0	0	4607	5569	2926	3467	3145	1828	0	0	0	0	0	0
k__Bacteria;p__Firmicute;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus_pobuzihii	1	0	0	0	1	0	1	0	0	0	0	0	0	0
k__Bacteria;p__Firmicute;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus_rapi	0	0	1	1	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicute;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus_reuteri	26	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicute;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus_rhamnosus	5	1357	222	200	168	191	340	290	0	0	6	0	6	4
k__Bacteria;p__Firmicute;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus_rossiae	0	0	2	2	5	1	2	1	0	0	0	0	0	0
k__Bacteria;p__Firmicute;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus_ruminis	3	0	0	0	0	0	0	0	0	2	0	1	0	0
k__Bacteria;p__Firmicute;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus_sakei	0	0	0	0	1	0	1	0	0	0	0	0	0	0
k__Bacteria;p__Firmicute;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus_saniviri	0	0	2	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicute;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus_satsumensis	0	0	2	2	3	4	1	5	0	0	0	0	0	0
k__Bacteria;p__Firmicute;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus_selangorensis	0	0	0	1	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicute;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus_sharpeae	0	0	0	0	0	0	1	0	0	0	0	0	0	0
k__Bacteria;p__Firmicute;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus_siliginis	0	0	3	4	2	5	2	1	0	0	0	0	0	0
k__Bacteria;p__Firmicute;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus_similis	0	0	13	3	2	2	3	2	0	0	0	0	0	0
k__Bacteria;p__Firmicute;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus_suebicus	0	0	1	1	2	2	4	0	0	0	0	0	0	0
k__Bacteria;p__Firmicute;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus_thailandensis	0	0	0	1	0	0	1	0	0	0	0	0	0	0
k__Bacteria;p__Firmicute;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus_uvarum	0	0	2	2	9	6	7	2	0	0	0	0	0	0
k__Bacteria;p__Firmicute;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus_vaccinostercus	0	0	11	8	6	3	17	2	0	0	0	0	0	0
k__Bacteria;p__Firmicute;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus_vaginalis	5	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicute;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus_versmoldensis	0	0	1	4	2	1	2	1	0	0	0	0	0	0
k__Bacteria;p__Firmicute;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus_vini	0	0	2	0	1	1	2	2	0	0	0	0	0	0
k__Bacteria;p__Firmicute;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus_wasatchensis	0	0	0	1	1	3	1	2	0	0	0	0	0	0
k__Bacteria;p__Firmicute;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus_xiangfangensis	0	0	42	59	26	27	39	28	0	0	0	0	0	0
k__Bacteria;p__Firmicute;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Pediococcus;s__Pediococcus_argentinicus	0	0	0	1	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicute;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Pediococcus;s__Pediococcus_inopinatus	1	0	6	5	1	7	2	0	0	0	0	0	0	0
k__Bacteria;p__Firmicute;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Pediococcus;s__Pediococcus_pentosaceus	0	0	1	2	1	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicute;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Sharpea;s__Sharpea_azabuensis	15	1	15	13	8	14	23	26	0	0	0	0	3	2
k__Bacteria;p__Firmicute;c__Bacilli;o__Lactobacillales;f__Leuconostocaceae;g__Leuconostoc;s__Leuconostoc_citreum	0	0	0	0	0	0	0	0	0	0	0	0	0	2
k__Bacteria;p__Firmicute;c__Bacilli;o__Lactobacillales;f__Leuconostocaceae;g__Leuconostoc;s__Leuconostoc_fallax	0	0	26	8	13	28	32	6	0	0	0	0	0	0
k__Bacteria;p__Firmicute;c__Bacilli;o__Lactobacillales;f__Leuconostocaceae;g__Leuconostoc;s__Leuconostoc_mesenteroides	4	0	0	3	1	0	0	1	0	0	0	0	0	0
k__Bacteria;p__Firmicute;c__Bacilli;o__Lactobacillales;f__Leuconostocaceae;g__Leuconostoc;s__Leuconostoc_pseudomesenteroides	0	2	1	0	0	0	0	2	0	0	0	0	0	0
k__Bacteria;p__Firmicute;c__Bacilli;o__Lactobacillales;f__Leuconostocaceae;g__Oenococcus;s__Oenococcus_kitaharae	0	0	5	2	2	4	3	1	1	0	0	0	0	0
k__Bacteria;p__Firmicute;c__Bacilli;o__Lactobacillales;f__Leuconostocaceae;g__Oenococcus;s__Oenococcus_oeni	0	0	1	4	0	11	0	9	0	0	0	0	0	0
k__Bacteria;p__Firmicute;c__Bacilli;o__Lactobacillales;f__Leuconostocaceae;g__Weissella;s__Weissella_halotolerans	0	0	2	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicute;c__Bacilli;o__Lactobacillales;f__Leuconostocaceae;g__Weissella;s__Weissella_paramesenteroides	0	0	2	2	2	0	0	1	0	0	0	0	0	0
k__Bacteria;p__Firmicute;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Lactococcus;s__Lactococcus_lactis	18	1	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicute;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus_agalactiae	22	51	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicute;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus_anginosus	2	0	0	0	0	0	0	0	0	1	0	0	0	0
k__Bacteria;p__Firmicute;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus_cristatus	2	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicute;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus_gordonii	14	2	17	16	19	39	39	22	0	0	0	0	0	0
k__Bacteria;p__Firmicute;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus_henryi	1	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicute;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus_infantis	7	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicute;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus_iniae	0	3	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicute;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus_intermedius	4	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicute;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus_massiliensis	2	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicute;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus_mitis	17	0	0	1	0	3	4	1	14	18	12	18	8	8
k__Bacteria;p__Firmicute;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus_mutans	83	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicute;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus_oralis	3	0	0	0	0	2	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicute;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus_orisratti	3	0	21	24	19	32	17	25	0	0	0	0	0	0
k__Bacteria;p__Firmicute;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus_parasanguinis	347	0	1	0	0	1	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicute;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus_parauberis	0	1	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicute;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus_plurextorum	0	0	5	2	2	4	4	1	0	0	1	1	0	0
k__Bacteria;p__Firmicute;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus_pneumoniae	3	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicute;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus_pseudoporcinus	3	2	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicute;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus_salivarius	3130	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicute;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus_sanguinis	13	0	0	2	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicute;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus_suis	0	0	25	7	24	2	16	11	6	5	0	0	0	0
k__Bacteria;p__Firmicute;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus_thermophilus	420	16912	0	0	2	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicute;c__Clostridia;o__;f__;g__;s__Clostridia_bacterium_UC5.1-1D1	412	19	53358	59099	66485	34844	26263	20696	131	111	133	102	129	144
k__Bacteria;p__Firmicute;c__Clostridia;o__;f__;g__;s__Clostridia_bacterium_UC5.1-1E11	3240	0	2	2	2	0	5	3	86	99	103	103	118	72
k__Bacteria;p__Firmicute;c__Clostridia;o__Clostridiales;f__;g__;s__Clostridiales_bacterium_1_7_47FAA	1134	3	0	0	0	0	1	0	1516	2229	595	1820	2460	1666
k__Bacteria;p__Firmicute;c__Clostridia;o__Clostridiales;f__;g__;s__[Bacteroides]_pectinophilus	905	3	0	0	0	0	0	0	223	310	253	233	321	214
k__Bacteria;p__Firmicute;c__Clostridia;o__Clostridiales;f__;g__Fenollaria;s__Fenollaria_massiliensis	24	0	0	0	0	0	0	0	0	2	0	0	2	0
k__Bacteria;p__Firmicute;c__Clostridia;o__Clostridiales;f__;g__Flavonifractor;s__Flavonifractor_plautii	12140	45	86424	80515	123427	57073	70473	46713	8938	7937	14099	6943	14048	9474
k__Bacteria;p__Firmicute;c__Clostridia;o__Clostridiales;f__;g__Intestinimonas;s__Intestinimonas_butyriciproducens	569	0	31	28	52	21	31	17	914	858	1657	901	2190	1303
k__Bacteria;p__Firmicute;c__Clostridia;o__Clostridiales;f__;g__Intestinimonas;s__Intestinimonas_massiliensis	698	0	10	11	7	3	3	6	243	283	243	238	411	339
k__Bacteria;p__Firmicute;c__Clostridia;o__Clostridiales;f__;g__Levyella;s__Levyella_massiliensis	10	0	2	2	2	1	2	0	2	4	2	2	0	0
k__Bacteria;p__Firmicute;c__Clostridia;o__Clostridiales;f__;g__Pseudoflavonifractor;s__Pseudoflavonifractor_capillosus	326	0	10	21	28	13	16	8	333	390	607	402	524	426
k__Bacteria;p__Firmicute;c__Clostridia;o__Clostridiales;f__Catabacteriaceae;g__Catabacter;s__Catabacter_hongkongensis	51	0	0	0	0	0	0	0	276	254	469	364	694	357
k__Bacteria;p__Firmicute;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Beduini;s__Beduini_massiliensis	5	0	0	0	0	0	0	0	1	2	2	1	3	1
k__Bacteria;p__Firmicute;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Butyricicoccus;s__Butyricicoccus_desmolans	73	1	745	665	634	711	966	621	54	70	109	91	135	81
k__Bacteria;p__Firmicute;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Butyricicoccus;s__Butyricicoccus_pullicaecorum	472	0	98	112	150	83	78	66	409	344	778	577	586	447
k__Bacteria;p__Firmicute;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Caloramator;s__Caloramator_australicus	0	0	0	0	0	0	0	0	0	1	0	0	0	0
k__Bacteria;p__Firmicute;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridiisalibacter;s__Clostridiisalibacter_paucivorans	0	0	0	0	0	0	0	0	0	0	2	0	0	0
k__Bacteria;p__Firmicute;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium_bornimense	0	0	0	0	0	0	0	0	0	0	0	0	2	0
k__Bacteria;p__Firmicute;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium_cadaveris	1	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicute;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium_disporicum	1	0	0	0	0	0	0	0	0	1	0	0	0	0
k__Bacteria;p__Firmicute;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium_ihumii	0	5	8	8	0	6	6	10	0	0	2	0	1	0
k__Bacteria;p__Firmicute;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium_kluyveri	0	0	0	0	0	0	0	0	0	0	0	2	0	0
k__Bacteria;p__Firmicute;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium_lundense	0	0	0	0	0	0	0	0	0	0	2	0	0	0
k__Bacteria;p__Firmicute;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium_phoceensis	1677	0	17	9	16	10	10	7	1790	1573	1990	1140	2432	2214
k__Bacteria;p__Firmicute;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium_polynesiense	10	0	0	0	0	0	0	0	11	6	11	12	6	8
k__Bacteria;p__Firmicute;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium_sp._ASF356	8	0	0	0	0	0	0	0	3	9	8	9	4	5
k__Bacteria;p__Firmicute;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium_sp._KLE_1755	5778	0	1	1	0	0	2	1	36049	43681	56083	44311	59345	43204
k__Bacteria;p__Firmicute;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium_sp._KNHs205	0	0	0	1	1	2	2	3	0	0	0	0	0	0
k__Bacteria;p__Firmicute;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium_sp._KNHs209	0	0	0	0	0	0	0	0	7	6	5	1	3	8
k__Bacteria;p__Firmicute;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium_sp._KNHs214	20	0	0	0	0	0	0	0	3	3	1	8	4	4
k__Bacteria;p__Firmicute;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium_sp._L2-50	940	4	0	0	0	0	0	0	1018	1475	1379	962	1301	927
